phi_exact,phi_gas,W_gas,kernel_phi,mc_phi,exact_evals,gas_evals,kernel_evals,mc_evals,rmse_gas,mae_gas,rmse_kernel,rmse_mc,sim_cov,mar_cov,sign_cert,mean_width,max_width,status,converged,delta1_coupon,reported_coverage_level,coupon_threshold_satisfied,certificate_at_nominal_level,certificate_is_rigorous,instance,cluster
"[-0.00143594 -0.00039104  0.01582912 -0.03772444 -0.01898509 -0.08369431
 -0.05212292 -0.33154711  0.014063   -0.00159862  0.01324931]","[-1.49130084e-03 -1.97197501e-04  1.62068338e-02 -3.88827883e-02
 -1.91383786e-02 -8.57720844e-02 -4.99278822e-02 -3.30539919e-01
  1.40102861e-02 -1.94868089e-03  1.33230678e-02]","[2.05296967 1.52443662 1.87901279 2.37337737 1.48974696 1.55863707
 2.61620577 1.52231475 1.90029553 1.97939553 2.41316143]","[ 0.         -0.00300706  0.01753252 -0.03747468 -0.01486803 -0.08078166
 -0.04811066 -0.3377685   0.01368895 -0.00417026  0.01060132]","[-0.000764   -0.00019379  0.00968905 -0.02018747 -0.00567944 -0.04611437
 -0.03139166 -0.14023456  0.008995   -0.00115907  0.00815346]",2048,1459,256,1654,0.0010370035562749186,0.0006995552131093258,0.003102376910298312,0.0595568129376457,1.0,1.0,0.0,1.9372321364725884,2.616205768703934,BUDGET_EXHAUSTED,False,60.47451248244363,0.0,False,False,False,14,0
"[ 0.00089123  0.00366179  0.030067    0.02701865  0.00027442  0.036632
  0.19685071  0.14018319  0.02392714  0.00201039 -0.02457274]","[ 0.00041287  0.00326455  0.02916877  0.02656908  0.00037735  0.03482045
  0.19400979  0.14927637  0.02229969  0.00081953 -0.02407466]","[1.93483886 2.44599051 1.43659259 1.9127276  1.7197133  2.41332377
 1.45589619 2.20978819 1.47712879 1.39754032 1.9221914 ]","[ 0.          0.00439265  0.03029338  0.02677392  0.00063285  0.03558159
  0.19582462  0.13785434  0.02602046  0.0025478  -0.02297781]","[ 0.00109115  0.0016853   0.01505425  0.01208332 -0.00092099  0.01387965
  0.07771122  0.05969882  0.01665863  0.00128818 -0.01448037]",2048,1478,256,1625,0.0030114851197064287,0.001762579256564996,0.0012196304942405022,0.044516241425449875,1.0,1.0,0.0,1.8477937751379132,2.4459905109092106,BUDGET_EXHAUSTED,False,60.97294316385351,0.0,False,False,False,15,1
"[ 6.91726478e-05 -2.02381313e-04  1.18140533e-02 -5.47853774e-02
  5.76019594e-03 -1.11306038e-01 -3.08968816e-02 -1.74757695e-02
 -6.97083678e-02 -3.71606259e-04 -9.70840050e-03]","[-0.00084764 -0.0012795   0.00977018 -0.05314348  0.00487096 -0.10269734
 -0.02991358 -0.02422028 -0.06876773 -0.00066528 -0.00991771]","[2.43602548 1.93546294 1.82984484 1.5053443  2.06145777 1.56672961
 2.07856553 1.57311228 2.0326099  2.0570959  2.48951408]","[ 0.         -0.00685378  0.01253707 -0.05418386  0.01084275 -0.10986455
 -0.04007413 -0.01709798 -0.06308659 -0.00060488 -0.00842546]","[ 6.75102180e-05  3.65031152e-05  8.40345226e-03 -2.74359918e-02
  3.63055722e-03 -4.57955578e-02 -1.23006584e-02  1.32470975e-02
 -3.60816820e-02  9.79345365e-06 -2.44995172e-03]",2048,1397,256,1613,0.003454175189625014,0.00221355249905285,0.004295384532626182,0.026162317105054955,1.0,1.0,0.0,1.9605238756216712,2.4895140777737343,BUDGET_EXHAUSTED,False,60.95210157714666,0.0,False,False,False,16,0
"[ 1.16292431e-04 -6.94021957e-03  1.96559237e-03 -3.92974213e-02
  1.29363964e-03  1.34690161e-02 -1.35673156e-01 -3.69072062e-01
 -3.13569861e-03  2.07679555e-03 -4.30978439e-02]","[ 0.0007199  -0.00681988  0.00281048 -0.04036097  0.00083975  0.01583555
 -0.13819802 -0.36572979 -0.00258643  0.0021361  -0.04694176]","[1.6165949  2.50745041 2.07320773 1.64875108 2.21099621 2.03499659
 2.82049195 2.23897946 2.15128897 1.62096292 2.23204618]","[-0.00630867 -0.02472642  0.         -0.03259103  0.01096556  0.01334197
 -0.13221487 -0.36512481 -0.0064272   0.00883947 -0.04404905]","[ 4.57184703e-05 -3.77088387e-03  4.76620270e-04 -2.64224210e-02
  1.13799054e-04  6.74408401e-03 -7.06043939e-02 -1.73320655e-01
 -1.36648706e-03  9.95165414e-04 -2.26502823e-02]",2048,1443,256,1632,0.0019225188941467191,0.0014338562590588291,0.00729285778631988,0.06266767237903591,1.0,1.0,0.0,2.1050696735715655,2.820491949739065,BUDGET_EXHAUSTED,False,58.67834284818668,0.0,False,False,False,17,1
"[ 8.91991663e-05 -1.63497602e-03  3.67505059e-03 -1.12609375e-02
 -1.50341506e-03  1.04683389e-02 -2.70663573e-02 -2.78483556e-01
 -3.24201251e-03  3.48911848e-04 -1.96044249e-02]","[-7.55795899e-07 -1.66852255e-03  2.65872289e-03 -1.00339217e-02
 -1.35928115e-03  9.88468208e-03 -2.43970762e-02 -2.81136481e-01
 -2.81983748e-03  8.87369286e-06 -1.93505820e-02]","[1.37021748 1.34672791 1.36296242 1.08975071 1.49012814 1.7374328
 1.50073518 1.67869262 1.50869928 1.43987559 1.10722636]","[-0.00270067 -0.00162081  0.         -0.00848336 -0.00246409  0.01050163
 -0.02142764 -0.2815944  -0.00612488  0.00340128 -0.01770124]","[ 5.30761974e-05 -1.12898614e-03  1.82203665e-03 -5.78580745e-03
 -8.00110437e-04  5.57242803e-03 -1.45225548e-02 -1.41263015e-01
 -1.82002582e-03  2.34971696e-04 -1.18263191e-02]",2048,1479,256,1532,0.0012588054138458079,0.0008575361443088404,0.002902209507361353,0.04167786703322262,1.0,1.0,0.0,1.421131680651917,1.737432795424585,BUDGET_EXHAUSTED,False,59.383318636538945,0.0,False,False,False,18,0
"[ 2.04887004e-04  4.40850325e-04  6.79690173e-03  2.34899113e-02
  5.59518615e-03  3.15438857e-02  3.48076978e-02  2.26208256e-01
  1.59171565e-02 -9.30265215e-04  2.93088886e-02]","[ 4.85453709e-04  1.62066598e-04  6.59205527e-03  2.25726943e-02
  5.58721220e-03  3.15496752e-02  3.30338264e-02  2.29246738e-01
  1.58052284e-02 -1.13788611e-03  2.94862918e-02]","[1.35453424 1.48603048 1.50563212 1.47681558 1.08529838 1.82310461
 1.51034967 1.11145386 1.35485238 1.46746719 1.50845689]","[-0.00178749 -0.00139685  0.00557045  0.02226768  0.00676837  0.02620079
  0.04159715  0.22352992  0.0192143   0.          0.03141904]","[-1.38360902e-05  2.76257602e-04  3.90030176e-03  1.54968428e-02
  3.57904155e-03  1.95066374e-02  2.30624098e-02  1.15275555e-01
  9.12702355e-03 -9.50453459e-04  1.77190586e-02]",2048,1477,256,1539,0.0011080648173666455,0.0006367711895919416,0.003158383371794316,0.03417303706944711,1.0,1.0,0.0,1.4258177636456344,1.8231046107198465,BUDGET_EXHAUSTED,False,58.56393973783035,0.0,False,False,False,19,1
"[ 0.00691615 -0.00548284  0.00521638 -0.06541443 -0.0357361   0.01020671
 -0.11519763 -0.15172103  0.00976559  0.0044905  -0.0114348 ]","[ 0.005202   -0.00718196  0.00428405 -0.06690227 -0.03689766  0.0117385
 -0.1092675  -0.15001146  0.01029057  0.00367148 -0.01331726]","[0.99693377 0.99067087 0.99548123 1.34608139 1.33293766 1.30297576
 1.6409544  1.32441873 1.60896503 0.98751138 1.69829654]","[ 0.00676154  0.          0.00137756 -0.06616005 -0.03624835  0.00760539
 -0.11347194 -0.1528252   0.01049121  0.00513959 -0.01106126]","[ 0.00229265 -0.00163983  0.00354214 -0.01882399 -0.01545477  0.01632039
 -0.03978882 -0.06733405  0.00876359  0.00261108 -0.00225853]",2048,1473,256,1649,0.0022397850743709567,0.0017629975961776423,0.0022901329878550706,0.03760406204947423,1.0,1.0,0.0,1.293202433062628,1.6982965375785337,BUDGET_EXHAUSTED,False,61.95964839229949,0.0,False,False,False,20,0
"[ 1.40947017e-03  9.16878599e-04 -1.11404588e-02 -2.54339286e-02
 -6.79665158e-03 -5.38930055e-02 -6.46055673e-02 -3.66788966e-01
 -1.26137658e-02 -2.41111554e-04 -4.96961769e-02]","[ 0.00215033  0.00284797 -0.01108124 -0.02595343 -0.00683461 -0.05510134
 -0.06972987 -0.36655989 -0.01089929  0.00228467 -0.05000659]","[2.28631966 3.11470233 2.33427233 2.24948191 2.75760454 3.68905527
 2.31745017 3.09219566 3.66143826 3.9525701  3.40384572]","[ 0.00553854 -0.00733374 -0.00352803 -0.02170763 -0.01302944 -0.05043623
 -0.06316053 -0.37655301 -0.01278729  0.         -0.04588592]","[ 0.00091604  0.00083513 -0.00529081 -0.01539346 -0.00403323 -0.02819965
 -0.04022981 -0.20822526 -0.00816758 -0.00036425 -0.02945131]",2048,1414,256,1677,0.001947938655998768,0.0013091817762433918,0.005391780733080483,0.04951522049120799,1.0,1.0,0.0,2.987175995005362,3.952570104271955,BUDGET_EXHAUSTED,False,61.65131086514272,0.0,False,False,False,21,1
"[-2.55715901e-04  2.75382302e-03 -1.82656480e-02 -1.62498357e-02
 -1.58993239e-02 -1.01245874e-02 -2.69691229e-02 -2.95282165e-01
 -2.36850950e-02 -1.48241466e-04 -1.77860266e-02]","[-4.32301468e-04  3.20243217e-03 -1.63088733e-02 -1.55175040e-02
 -1.53664811e-02 -9.42981920e-03 -2.68906453e-02 -2.99565615e-01
 -2.15743868e-02 -1.35975399e-04 -1.98927701e-02]","[1.81265007 1.34384599 1.86856847 2.06399589 1.36091296 1.80391799
 1.81660135 1.86397889 1.77055114 1.79525342 1.65473392]","[ 0.00314954 -0.00235225 -0.01861261 -0.01290723 -0.01508697 -0.0061582
 -0.02719915 -0.29569276 -0.02864289  0.         -0.01840942]","[-1.45243658e-04  2.21633995e-03 -1.25982734e-02 -8.94050622e-03
 -1.16334914e-02 -6.49749723e-03 -1.86242386e-02 -1.71136025e-01
 -1.66003400e-02 -1.48025341e-04 -1.30007807e-02]",2048,1309,256,1691,0.0017218393598917483,0.0011939597149789205,0.002869353390920814,0.03774579249360066,1.0,1.0,0.0,1.741364553941775,2.063995888179147,BUDGET_EXHAUSTED,False,57.521961781376625,0.0,False,False,False,22,0
"[-5.11104541e-04  9.19164250e-04 -1.87833733e-03  1.77970416e-02
  2.62928583e-02  9.01520792e-03  3.41569648e-02  2.30599581e-01
  2.76501578e-03 -6.13103307e-05  3.93307970e-02]","[-2.24490037e-04  4.42324381e-04 -2.33537288e-03  1.91576531e-02
  2.56296515e-02  7.27494206e-03  3.30242360e-02  2.33766554e-01
  3.51646488e-03 -4.98131710e-04  3.86720469e-02]","[1.05958918 1.38709828 1.30269254 1.30449603 1.70612751 1.78352281
 1.3102664  1.07285056 1.05150149 1.44637433 1.71978573]","[-0.00477128  0.00544904 -0.00496583  0.01992945  0.03342283  0.00954803
  0.03460654  0.22752098 -0.0023667   0.          0.04005283]","[-0.00062474  0.00054832 -0.00190516  0.01167397  0.01850513  0.00382153
  0.0214559   0.11456427  0.00136449 -0.00011945  0.02581253]",2048,1352,256,1654,0.0012912387226842608,0.0010119360595622089,0.0035727327539122004,0.03559300913163343,1.0,1.0,0.0,1.3767549864919957,1.7835228050388165,BUDGET_EXHAUSTED,False,58.6073569696463,0.0,False,False,False,23,1
"[ 0.00250312  0.0005409   0.04221787  0.01974797  0.01144036  0.13859633
  0.10001229  0.22139237  0.00459125  0.00413392 -0.01357775]","[ 0.000631   -0.00100654  0.04252341  0.0201921   0.0119992   0.1347619
  0.10103638  0.22956387  0.00397843  0.00187958 -0.01396067]","[1.69307207 1.44200746 2.41851389 1.43104938 1.8045443  2.41361445
 2.00877036 1.4677543  1.86471847 2.18009966 1.81605888]","[-0.00598293  0.00822112  0.039123    0.01395229  0.00736893  0.15459571
  0.09334493  0.21944566  0.00914526  0.         -0.00761531]","[ 0.00118421  0.00026615  0.02157118  0.01093519  0.00608082  0.06841129
  0.04635451  0.08570096  0.00342969  0.00215905 -0.00913927]",2048,1470,256,1563,0.002933063425962799,0.0019098309709697876,0.00718803463271386,0.04933807096834059,1.0,1.0,0.0,1.8672912003007043,2.418513885510122,BUDGET_EXHAUSTED,False,60.94722554007163,0.0,False,False,False,24,0
"[ 0.00022944 -0.00503074  0.00265129  0.01798512  0.00167736  0.08396051
  0.09223672  0.1193504   0.01058976 -0.00203571  0.00670771]","[ 0.00103592 -0.00316677  0.00407962  0.01875321  0.00265847  0.08311041
  0.08924806  0.11228422  0.01163299  0.00044646  0.00823925]","[0.99193875 1.37610467 1.33334374 1.25997341 0.98576469 1.76010523
 1.58469347 1.04257819 1.28788213 1.27930112 1.31159082]","[ 0.         -0.00662145  0.00863444  0.00695224  0.00414142  0.0785898
  0.09271356  0.12198585  0.01131739 -0.00563024  0.01623883]","[ 0.00016784 -0.00263468  0.0019828   0.01162833  0.00097264  0.04871687
  0.05728698  0.05608827  0.00642803 -0.00119285  0.00445842]",2048,1485,256,1639,0.0026440043374885694,0.0019827170540868203,0.005278492046389142,0.024375625565979192,1.0,1.0,0.0,1.2921160186874705,1.7601052290641634,BUDGET_EXHAUSTED,False,59.48250806580005,0.0,False,False,False,25,1
"[ 0.00069246 -0.0032924   0.01243753  0.08523961 -0.00372853 -0.02497103
  0.08631259  0.43249867  0.03931865  0.00049871  0.03116648]","[ 0.00195453 -0.00195568  0.01206362  0.08726435 -0.00361558 -0.0233399
  0.08778244  0.42592971  0.03832259  0.00128943  0.03047725]","[2.69584637 2.81978815 2.05129095 2.87691125 3.16070001 3.38001919
 2.14973465 2.83746895 2.05399483 2.50466099 2.82363988]","[-0.00339964 -0.00264645  0.01857557  0.09154445 -0.00563845 -0.01886688
  0.08191134  0.43327094  0.03652833  0.          0.02489356]","[ 1.37777804e-04 -2.01829511e-03  6.58234081e-03  4.67745213e-02
 -2.46509280e-03 -1.59470213e-02  1.89092937e-02  1.90542584e-01
  2.28965828e-02  2.56764180e-04  1.27285103e-02]",2048,1410,256,1589,0.002290225639259885,0.0015687564001821426,0.004294279827566348,0.07704453308607825,1.0,1.0,0.0,2.6685504753390137,3.3800191938259747,BUDGET_EXHAUSTED,False,58.62277256266213,0.0,False,False,False,26,0
"[ 3.17530441e-04  5.05777549e-05 -2.25009127e-03  1.42351270e-02
  6.89516258e-03  1.54200133e-02  1.74263993e-02  2.57585692e-01
 -8.41724907e-03  7.74797777e-04  2.61532058e-02]","[ 0.00117062  0.00127823 -0.00197534  0.01426015  0.00742969  0.01397144
  0.01618471  0.25922026 -0.00861764  0.0004582   0.02481086]","[1.28813238 1.2918344  1.4465287  1.63728972 0.96587357 0.99802784
 1.3144969  1.57387004 1.3242524  0.96351664 0.99304741]","[ 0.         -0.00222168 -0.00690286  0.01543061  0.01407032  0.02092693
  0.01978513  0.2513434  -0.00235161 -0.00182692  0.01993783]","[ 1.37352047e-04  2.32546107e-05 -1.29976636e-03  7.38256412e-03
  4.00207669e-03  7.03369857e-03  9.12093924e-03  1.38518206e-01
 -4.80146072e-03  4.20110365e-04  1.42300125e-02]",2048,1389,256,1571,0.0009932017435844809,0.0008271991185237036,0.004640457002043473,0.036341815618358884,1.0,1.0,0.0,1.2542609087128993,1.6372897161345341,BUDGET_EXHAUSTED,False,59.260972450962406,0.0,False,False,False,27,1
"[ 0.00029846  0.00614728  0.02515354 -0.01883167  0.07515048 -0.10599126
 -0.12400953 -0.28200305  0.01263507  0.00104153 -0.07567835]","[-5.89006162e-04  4.88943689e-03  2.59875200e-02 -1.86783518e-02
  7.27626904e-02 -1.02833249e-01 -1.27324262e-01 -2.78432252e-01
  1.28936683e-02 -1.98703400e-04 -7.45649830e-02]","[2.14436657 2.74673159 2.19905861 1.64234935 1.67202483 2.03126648
 2.87843574 2.33019888 1.67386216 2.59243324 1.74013611]","[-0.01718705  0.00959289  0.03013032 -0.01151969  0.07436849 -0.10257368
 -0.12995883 -0.28165393  0.0217499   0.         -0.07903591]","[ 1.03566050e-04  2.17226263e-03  1.39234280e-02 -1.20090158e-02
  4.39483881e-02 -4.99826771e-02 -5.38908615e-02 -1.46572462e-01
  7.74662534e-03  4.71249483e-04 -3.08297134e-02]",2048,1356,256,1674,0.002030363256451584,0.0016523772466018943,0.0070006139882001,0.05186760173420837,1.0,1.0,0.0,2.1500785048029387,2.8784357414090143,BUDGET_EXHAUSTED,False,57.84128412418509,0.0,False,False,False,28,0
"[ 0.00038787 -0.00226038  0.00328435 -0.00954319  0.00043976  0.02685894
  0.07291404  0.29198097 -0.01860649  0.0036237   0.03683917]","[ 7.07235971e-05 -2.78942246e-03  3.21410078e-03 -1.05461128e-02
  4.45744786e-04  2.73711160e-02  7.48906623e-02  2.90787969e-01
 -1.88465667e-02  3.30736679e-03  3.80131614e-02]","[1.29188484 1.79338151 1.78552428 2.25393099 1.93360533 1.33431993
 1.78589989 1.74384867 1.30292461 1.70887257 1.77429771]","[-0.00248141  0.          0.00416653 -0.01036946  0.00241455  0.02754837
  0.07455119  0.29222384 -0.02128187  0.00243084  0.03671615]","[ 1.02144756e-04 -1.40057295e-03  3.84508039e-04 -6.56989017e-03
 -1.25471085e-03  1.00033892e-02  3.23994855e-02  1.31728430e-01
 -1.27849460e-02  1.61514460e-03  1.66112242e-02]",2048,1465,256,1659,0.0008800752792710479,0.0006670506704793026,0.0016655108838719472,0.05051953014543817,1.0,1.0,0.0,1.7007718472393263,2.253930989035889,BUDGET_EXHAUSTED,False,59.16313528782869,0.0,False,False,False,29,1
"[-4.33818319e-05 -1.05161006e-03 -4.93809007e-03 -2.02514568e-02
 -1.90928281e-02 -6.52978455e-02 -1.15749745e-01 -1.60841877e-01
 -1.64146676e-02 -1.91565836e-03  1.49718485e-02]","[-6.15887421e-05 -7.80088124e-04 -5.24812469e-03 -1.99148846e-02
 -1.85220346e-02 -6.52675557e-02 -1.18982936e-01 -1.58324297e-01
 -1.66085869e-02 -1.73496648e-03  1.48197503e-02]","[1.20906458 1.29121664 1.300225   0.95517564 1.25038354 0.97591245
 0.99018061 1.32006426 1.16303439 1.47602531 1.66364561]","[ 0.00161835 -0.00271801 -0.00183939 -0.02232904 -0.01918649 -0.07106904
 -0.11465743 -0.15657836 -0.01517988  0.          0.01131395]","[-0.00011087 -0.000605   -0.00329382 -0.011631   -0.00780837 -0.0426587
 -0.07171053 -0.08526845 -0.00864711 -0.00111376  0.00797289]",2048,1467,256,1537,0.0012611431103205257,0.0007104453907224432,0.0028717655648404414,0.027761726592936582,1.0,1.0,0.0,1.2359025490249473,1.6636456137720437,BUDGET_EXHAUSTED,False,60.31080198003349,0.0,False,False,False,30,0
"[ 0.00051885  0.00267901  0.0080652  -0.01382186  0.00162012 -0.02028809
 -0.20540924 -0.35510972  0.0476316  -0.00113353 -0.01163615]","[ 0.00461453  0.00513324  0.01067079 -0.01483602  0.00149205 -0.02245079
 -0.2177958  -0.35439581  0.05156268  0.00104081 -0.01191949]","[3.21427662 2.40070375 2.45615778 1.8549455  1.80873728 2.2633681
 3.10452144 1.8118411  2.85101762 2.3722932  1.86597892]","[-0.00168356  0.00974728  0.0076874  -0.01916807  0.         -0.02400174
 -0.19870343 -0.35819469  0.05265194 -0.00689075 -0.00832821]","[ 0.00044753  0.0015354   0.00463889 -0.00788686  0.00135081 -0.0103273
 -0.0796075  -0.1854034   0.02675244 -0.00053442 -0.00754824]",2048,1484,256,1650,0.0043641841652284075,0.002904514766227659,0.004509872055098305,0.0641212544833322,1.0,1.0,0.0,2.3639855727548764,3.214276615296082,BUDGET_EXHAUSTED,False,60.230182733320184,0.0,False,False,False,31,1
"[ 0.00089513 -0.00097758  0.02280554  0.0119273   0.01154384  0.12921355
  0.1522579   0.22197806  0.00227413  0.0015701   0.05593273]","[ 0.000398   -0.00161833  0.02379545  0.00976588  0.01143633  0.1338132
  0.15969691  0.21451131  0.00220162  0.00129963  0.05412069]","[1.77003524 2.81371366 1.88879756 2.2163696  2.44838885 1.93547233
 3.13623868 1.8829614  2.32336203 2.40006834 3.16724116]","[0.00959955 0.00560081 0.00613456 0.01310261 0.00709476 0.12844155
 0.14942589 0.2285588  0.0011905  0.         0.06027168]","[ 0.00047759 -0.00038686  0.01749917  0.00691716  0.0057902   0.07029089
  0.09034953  0.14525705  0.00035983  0.00086559  0.03622981]",2048,1395,256,1720,0.00359204720129944,0.0023688314951707144,0.006691430248799214,0.03525219802200537,1.0,1.0,0.0,2.362058986537081,3.167241161647834,BUDGET_EXHAUSTED,False,58.05496912076444,0.0,False,False,False,32,0
"[ 6.22254466e-04  5.13950678e-04 -5.02926944e-04  1.44598148e-02
  1.69774725e-03  1.26291854e-02  3.87585196e-02  3.29310339e-01
  1.78874005e-04  5.19249817e-05  2.41620111e-02]","[-4.64841804e-05  5.49548310e-04 -1.20232334e-03  1.53093715e-02
  1.41047614e-03  1.20771017e-02  4.10659751e-02  3.28724862e-01
  1.63610424e-04 -5.09141549e-04  2.43386977e-02]","[2.33177409 1.40443782 1.41243847 1.98245611 1.90356348 1.82785873
 1.73891003 1.99852632 1.77192869 1.82484389 2.01401955]","[ 0.0030812   0.00417686  0.00380968  0.00843231  0.          0.01139527
  0.04562616  0.32898376 -0.00450803 -0.00334776  0.02423225]","[ 2.95243985e-04  2.96656191e-04 -4.26119359e-04  9.35792401e-03
  9.73025507e-04  5.42424576e-03  2.25052468e-02  1.77977186e-01
  4.66150469e-04  3.69153902e-05  1.38683299e-02]",2048,1339,256,1673,0.0008559992363671998,0.000612599350607061,0.0038090635639066437,0.04607361731485832,1.0,1.0,0.0,1.8373415619872895,2.3317740885513625,BUDGET_EXHAUSTED,False,59.113476704629846,0.0,False,False,False,33,1
